date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
20:39:27	4131715/4131715	---M--	200	added ('OK')	image/png	date:Thu,%2025%20Nov%202021%2004:17:12%20GMT	https://adip.disabilityaffairs.gov.in/ADIP/images/latest/img/slides/camera/slide3/GalleryImg19.png	C:/Users/Trija/Downloads/ADIPWebsite/adip.disabilityaffairs.gov.in/ADIP/images/latest/img/slides/camera/slide3/GalleryImg19.png	(from window.location.href = './dashboard/';)
20:39:27	71264/71264	---M--	200	added ('OK')	image/jpeg	date:Thu,%2025%20Nov%202021%2004:17:12%20GMT	https://adip.disabilityaffairs.gov.in/ADIP/images/latest/img/slides/camera/slide2/banner2.jpg	C:/Users/Trija/Downloads/ADIPWebsite/adip.disabilityaffairs.gov.in/ADIP/images/latest/img/slides/camera/slide2/banner2.jpg	(from window.location.href = './dashboard/';)
20:39:27	313312/313312	---M--	200	added ('OK')	image/jpeg	date:Thu,%2025%20Nov%202021%2004:17:12%20GMT	https://adip.disabilityaffairs.gov.in/ADIP/images/latest/img/slides/camera/slide2/banner3.1.jpg	C:/Users/Trija/Downloads/ADIPWebsite/adip.disabilityaffairs.gov.in/ADIP/images/latest/img/slides/camera/slide2/banner3.1.jpg	(from window.location.href = './dashboard/';)
20:39:28	35180/35180	---M--	200	added ('OK')	image/png	date:Thu,%2025%20Nov%202021%2004:17:14%20GMT	https://adip.disabilityaffairs.gov.in/ADIP/images/latest/new3.png	C:/Users/Trija/Downloads/ADIPWebsite/adip.disabilityaffairs.gov.in/ADIP/images/latest/new3.png	(from window.location.href = './dashboard/';)
20:39:28	119359/119359	---M--	200	added ('OK')	application/pdf	date:Thu,%2025%20Nov%202021%2004:17:02%20GMT	https://adip.disabilityaffairs.gov.in/ADIP/download/adip4.pdf	C:/Users/Trija/Downloads/ADIPWebsite/adip.disabilityaffairs.gov.in/ADIP/download/adip4.pdf	(from window.location.href = './dashboard/';)
20:39:28	8385/8385	---M--	200	added ('OK')	image/png	date:Thu,%2025%20Nov%202021%2004:17:14%20GMT	https://adip.disabilityaffairs.gov.in/ADIP/images/latest/tabs-data/publication.png	C:/Users/Trija/Downloads/ADIPWebsite/adip.disabilityaffairs.gov.in/ADIP/images/latest/tabs-data/publication.png	(from window.location.href = './dashboard/';)
20:39:29	35627/35627	---M--	200	added ('OK')	image/png	date:Thu,%2025%20Nov%202021%2004:17:14%20GMT	https://adip.disabilityaffairs.gov.in/ADIP/images/latest/tabs-data/encylopedia.png	C:/Users/Trija/Downloads/ADIPWebsite/adip.disabilityaffairs.gov.in/ADIP/images/latest/tabs-data/encylopedia.png	(from window.location.href = './dashboard/';)
20:39:29	37851/37851	---MCZ	200	added ('OK')	text/html	date:Fri,%2018%20Mar%202022%2015:09:28%20GMT	https://adip.disabilityaffairs.gov.in/ADIP/getEquipmentInfo	C:/Users/Trija/Downloads/ADIPWebsite/adip.disabilityaffairs.gov.in/ADIP/getEquipmentInfo.html	(from window.location.href = './dashboard/';)
20:39:29	3338049/3338049	---M--	200	added ('OK')	image/png	date:Thu,%2025%20Nov%202021%2004:17:08%20GMT	https://adip.disabilityaffairs.gov.in/ADIP/images/latest/des2.png	C:/Users/Trija/Downloads/ADIPWebsite/adip.disabilityaffairs.gov.in/ADIP/images/latest/des2.png	(from window.location.href = './dashboard/';)
20:39:29	3878/3878	---M--	200	added ('OK')	image/png	date:Thu,%2025%20Nov%202021%2004:17:14%20GMT	https://adip.disabilityaffairs.gov.in/ADIP/images/latest/tabs-data/divyangjan.png	C:/Users/Trija/Downloads/ADIPWebsite/adip.disabilityaffairs.gov.in/ADIP/images/latest/tabs-data/divyangjan.png	(from window.location.href = './dashboard/';)
20:39:29	82324/82324	---MCZ	200	added ('OK')	text/html	date:Fri,%2018%20Mar%202022%2015:09:29%20GMT	https://adip.disabilityaffairs.gov.in/ADIP/getnational_institutes	C:/Users/Trija/Downloads/ADIPWebsite/adip.disabilityaffairs.gov.in/ADIP/getnational_institutes.html	(from window.location.href = './dashboard/';)
20:39:30	30683/30683	---M--	200	added ('OK')	image/png	date:Thu,%2025%20Nov%202021%2004:17:14%20GMT	https://adip.disabilityaffairs.gov.in/ADIP/images/latest/tabs-data/ngo1.png	C:/Users/Trija/Downloads/ADIPWebsite/adip.disabilityaffairs.gov.in/ADIP/images/latest/tabs-data/ngo1.png	(from window.location.href = './dashboard/';)
20:39:30	2684090/2684090	---M--	200	added ('OK')	application/pdf	date:Tue,%2028%20Dec%202021%2007:57:38%20GMT	https://adip.disabilityaffairs.gov.in/ADIP/download/ADIP_user_manual.pdf	C:/Users/Trija/Downloads/ADIPWebsite/adip.disabilityaffairs.gov.in/ADIP/download/ADIP_user_manual.pdf	(from window.location.href = './dashboard/';)
20:39:31	1835577/1835577	---M--	200	added ('OK')	image/png	date:Thu,%2025%20Nov%202021%2004:17:14%20GMT	https://adip.disabilityaffairs.gov.in/ADIP/images/latest/nationalInstitutes/Ni2.png	C:/Users/Trija/Downloads/ADIPWebsite/adip.disabilityaffairs.gov.in/ADIP/images/latest/nationalInstitutes/Ni2.png	(from window.location.href = './dashboard/';)
20:40:35	5710239/5710239	---M--	200	added ('OK')	image/png	date:Thu,%2025%20Nov%202021%2004:17:14%20GMT	https://adip.disabilityaffairs.gov.in/ADIP/images/latest/nationalInstitutes/Ni1.png	C:/Users/Trija/Downloads/ADIPWebsite/adip.disabilityaffairs.gov.in/ADIP/images/latest/nationalInstitutes/Ni1.png	(from window.location.href = './dashboard/';)
20:40:39	2952095/2952095	---M--	200	added ('OK')	image/png	date:Thu,%2025%20Nov%202021%2004:17:14%20GMT	https://adip.disabilityaffairs.gov.in/ADIP/images/latest/nationalInstitutes/Ni5a.png	C:/Users/Trija/Downloads/ADIPWebsite/adip.disabilityaffairs.gov.in/ADIP/images/latest/nationalInstitutes/Ni5a.png	(from window.location.href = './dashboard/';)
20:40:40	4254154/4254154	---M--	200	added ('OK')	image/png	date:Thu,%2025%20Nov%202021%2004:17:14%20GMT	https://adip.disabilityaffairs.gov.in/ADIP/images/latest/nationalInstitutes/Ni4.png	C:/Users/Trija/Downloads/ADIPWebsite/adip.disabilityaffairs.gov.in/ADIP/images/latest/nationalInstitutes/Ni4.png	(from window.location.href = './dashboard/';)
20:41:13	6318495/6318495	---M--	200	added ('OK')	image/png	date:Thu,%2025%20Nov%202021%2004:17:14%20GMT	https://adip.disabilityaffairs.gov.in/ADIP/images/latest/nationalInstitutes/Ni3.png	C:/Users/Trija/Downloads/ADIPWebsite/adip.disabilityaffairs.gov.in/ADIP/images/latest/nationalInstitutes/Ni3.png	(from window.location.href = './dashboard/';)
20:41:14	23213/23213	---M--	200	added ('OK')	image/png	date:Thu,%2025%20Nov%202021%2004:17:14%20GMT	https://adip.disabilityaffairs.gov.in/ADIP/images/latest/nationalInstitutes/alimco_logo.png	C:/Users/Trija/Downloads/ADIPWebsite/adip.disabilityaffairs.gov.in/ADIP/images/latest/nationalInstitutes/alimco_logo.png	(from window.location.href = './dashboard/';)
20:41:16	58037/58037	---M--	200	added ('OK')	image/png	date:Thu,%2025%20Nov%202021%2004:17:14%20GMT	https://adip.disabilityaffairs.gov.in/ADIP/images/latest/nationalInstitutes/logo1.png	C:/Users/Trija/Downloads/ADIPWebsite/adip.disabilityaffairs.gov.in/ADIP/images/latest/nationalInstitutes/logo1.png	(from window.location.href = './dashboard/';)
20:41:18	82727/82727	---M--	200	added ('OK')	image/png	date:Thu,%2025%20Nov%202021%2004:17:14%20GMT	https://adip.disabilityaffairs.gov.in/ADIP/images/latest/nationalInstitutes/logo2.png	C:/Users/Trija/Downloads/ADIPWebsite/adip.disabilityaffairs.gov.in/ADIP/images/latest/nationalInstitutes/logo2.png	(from window.location.href = './dashboard/';)
20:41:19	50337/50337	---M--	200	added ('OK')	image/png	date:Thu,%2025%20Nov%202021%2004:17:14%20GMT	https://adip.disabilityaffairs.gov.in/ADIP/images/latest/nationalInstitutes/logo3.png	C:/Users/Trija/Downloads/ADIPWebsite/adip.disabilityaffairs.gov.in/ADIP/images/latest/nationalInstitutes/logo3.png	(from window.location.href = './dashboard/';)
20:41:21	53382/53382	---M--	200	added ('OK')	image/png	date:Thu,%2025%20Nov%202021%2004:17:14%20GMT	https://adip.disabilityaffairs.gov.in/ADIP/images/latest/nationalInstitutes/logo4.png	C:/Users/Trija/Downloads/ADIPWebsite/adip.disabilityaffairs.gov.in/ADIP/images/latest/nationalInstitutes/logo4.png	(from window.location.href = './dashboard/';)
20:41:22	47120/47120	---M--	200	added ('OK')	image/png	date:Thu,%2025%20Nov%202021%2004:17:14%20GMT	https://adip.disabilityaffairs.gov.in/ADIP/images/latest/nationalInstitutes/logo5.png	C:/Users/Trija/Downloads/ADIPWebsite/adip.disabilityaffairs.gov.in/ADIP/images/latest/nationalInstitutes/logo5.png	(from window.location.href = './dashboard/';)
20:41:23	3078019/3078019	---M--	200	added ('OK')	image/png	date:Thu,%2025%20Nov%202021%2004:17:14%20GMT	https://adip.disabilityaffairs.gov.in/ADIP/images/latest/nationalInstitutes/Ni2a.png	C:/Users/Trija/Downloads/ADIPWebsite/adip.disabilityaffairs.gov.in/ADIP/images/latest/nationalInstitutes/Ni2a.png	(from window.location.href = './dashboard/';)
20:41:24	71206/71206	---M--	200	added ('OK')	image/png	date:Thu,%2025%20Nov%202021%2004:17:14%20GMT	https://adip.disabilityaffairs.gov.in/ADIP/images/latest/nationalInstitutes/logo6.png	C:/Users/Trija/Downloads/ADIPWebsite/adip.disabilityaffairs.gov.in/ADIP/images/latest/nationalInstitutes/logo6.png	(from window.location.href = './dashboard/';)
20:41:24	41887/41887	---MCZ	200	added ('OK')	text/html	date:Fri,%2018%20Mar%202022%2015:11:23%20GMT	https://adip.disabilityaffairs.gov.in/ADIP/get_beneficiary_registration_status	C:/Users/Trija/Downloads/ADIPWebsite/adip.disabilityaffairs.gov.in/ADIP/get_beneficiary_registration_status.html	(from window.location.href = './dashboard/';)
20:41:24	37001/37001	---MCZ	200	added ('OK')	text/html	date:Fri,%2018%20Mar%202022%2015:11:23%20GMT	https://adip.disabilityaffairs.gov.in/ADIP/getDisabilityInfo	C:/Users/Trija/Downloads/ADIPWebsite/adip.disabilityaffairs.gov.in/ADIP/getDisabilityInfo.html	(from window.location.href = './dashboard/';)
20:41:24	4592457/4592457	---M--	200	added ('OK')	image/png	date:Thu,%2025%20Nov%202021%2004:17:14%20GMT	https://adip.disabilityaffairs.gov.in/ADIP/images/latest/nationalInstitutes/Ni7.png	C:/Users/Trija/Downloads/ADIPWebsite/adip.disabilityaffairs.gov.in/ADIP/images/latest/nationalInstitutes/Ni7.png	(from window.location.href = './dashboard/';)
20:41:24	5420650/5420650	---M--	200	added ('OK')	image/png	date:Thu,%2025%20Nov%202021%2004:17:14%20GMT	https://adip.disabilityaffairs.gov.in/ADIP/images/latest/nationalInstitutes/Ni6.png	C:/Users/Trija/Downloads/ADIPWebsite/adip.disabilityaffairs.gov.in/ADIP/images/latest/nationalInstitutes/Ni6.png	(from window.location.href = './dashboard/';)
20:41:25	3261855/3261855	---M--	200	added ('OK')	image/png	date:Thu,%2025%20Nov%202021%2004:17:10%20GMT	https://adip.disabilityaffairs.gov.in/ADIP/images/latest/GalleryImages/GalleryImg1.png	C:/Users/Trija/Downloads/ADIPWebsite/adip.disabilityaffairs.gov.in/ADIP/images/latest/GalleryImages/GalleryImg1.png	(from window.location.href = './dashboard/';)
20:41:26	3083985/3083985	---M--	200	added ('OK')	image/png	date:Thu,%2025%20Nov%202021%2004:17:10%20GMT	https://adip.disabilityaffairs.gov.in/ADIP/images/latest/GalleryImages/GalleryImg2.png	C:/Users/Trija/Downloads/ADIPWebsite/adip.disabilityaffairs.gov.in/ADIP/images/latest/GalleryImages/GalleryImg2.png	(from window.location.href = './dashboard/';)
20:42:02	3355065/3355065	---M--	200	added ('OK')	image/png	date:Thu,%2025%20Nov%202021%2004:17:10%20GMT	https://adip.disabilityaffairs.gov.in/ADIP/images/latest/GalleryImages/GalleryImg3.png	C:/Users/Trija/Downloads/ADIPWebsite/adip.disabilityaffairs.gov.in/ADIP/images/latest/GalleryImages/GalleryImg3.png	(from window.location.href = './dashboard/';)
20:42:12	3829099/3829099	---M--	200	added ('OK')	image/png	date:Thu,%2025%20Nov%202021%2004:17:10%20GMT	https://adip.disabilityaffairs.gov.in/ADIP/images/latest/GalleryImages/GalleryImg4.png	C:/Users/Trija/Downloads/ADIPWebsite/adip.disabilityaffairs.gov.in/ADIP/images/latest/GalleryImages/GalleryImg4.png	(from window.location.href = './dashboard/';)
20:42:39	5117733/5117733	---M--	200	added ('OK')	image/png	date:Thu,%2025%20Nov%202021%2004:17:10%20GMT	https://adip.disabilityaffairs.gov.in/ADIP/images/latest/GalleryImages/GalleryImg5.png	C:/Users/Trija/Downloads/ADIPWebsite/adip.disabilityaffairs.gov.in/ADIP/images/latest/GalleryImages/GalleryImg5.png	(from window.location.href = './dashboard/';)
20:42:39	3659534/3659534	---M--	200	added ('OK')	image/png	date:Thu,%2025%20Nov%202021%2004:17:10%20GMT	https://adip.disabilityaffairs.gov.in/ADIP/images/latest/GalleryImages/GalleryImg6.png	C:/Users/Trija/Downloads/ADIPWebsite/adip.disabilityaffairs.gov.in/ADIP/images/latest/GalleryImages/GalleryImg6.png	(from window.location.href = './dashboard/';)
20:43:22	4036251/4036251	---M--	200	added ('OK')	image/png	date:Thu,%2025%20Nov%202021%2004:17:10%20GMT	https://adip.disabilityaffairs.gov.in/ADIP/images/latest/GalleryImages/GalleryImg7.png	C:/Users/Trija/Downloads/ADIPWebsite/adip.disabilityaffairs.gov.in/ADIP/images/latest/GalleryImages/GalleryImg7.png	(from window.location.href = './dashboard/';)
20:43:32	4369434/4369434	---M--	200	added ('OK')	image/png	date:Thu,%2025%20Nov%202021%2004:17:10%20GMT	https://adip.disabilityaffairs.gov.in/ADIP/images/latest/GalleryImages/GalleryImg9.png	C:/Users/Trija/Downloads/ADIPWebsite/adip.disabilityaffairs.gov.in/ADIP/images/latest/GalleryImages/GalleryImg9.png	(from window.location.href = './dashboard/';)
20:43:47	3555050/3555050	---M--	200	added ('OK')	image/png	date:Thu,%2025%20Nov%202021%2004:17:10%20GMT	https://adip.disabilityaffairs.gov.in/ADIP/images/latest/GalleryImages/GalleryImg11.png	C:/Users/Trija/Downloads/ADIPWebsite/adip.disabilityaffairs.gov.in/ADIP/images/latest/GalleryImages/GalleryImg11.png	(from window.location.href = './dashboard/';)
20:43:50	4623986/4623986	---M--	200	added ('OK')	image/png	date:Thu,%2025%20Nov%202021%2004:17:10%20GMT	https://adip.disabilityaffairs.gov.in/ADIP/images/latest/GalleryImages/GalleryImg10.png	C:/Users/Trija/Downloads/ADIPWebsite/adip.disabilityaffairs.gov.in/ADIP/images/latest/GalleryImages/GalleryImg10.png	(from window.location.href = './dashboard/';)
20:44:44	4007624/4007624	---M--	200	added ('OK')	image/png	date:Thu,%2025%20Nov%202021%2004:17:10%20GMT	https://adip.disabilityaffairs.gov.in/ADIP/images/latest/GalleryImages/GalleryImg12.png	C:/Users/Trija/Downloads/ADIPWebsite/adip.disabilityaffairs.gov.in/ADIP/images/latest/GalleryImages/GalleryImg12.png	(from window.location.href = './dashboard/';)
20:44:51	4050140/4050140	---M--	200	added ('OK')	image/png	date:Thu,%2025%20Nov%202021%2004:17:10%20GMT	https://adip.disabilityaffairs.gov.in/ADIP/images/latest/GalleryImages/GalleryImg13.png	C:/Users/Trija/Downloads/ADIPWebsite/adip.disabilityaffairs.gov.in/ADIP/images/latest/GalleryImages/GalleryImg13.png	(from window.location.href = './dashboard/';)
20:44:51	2790394/2790394	---M--	200	added ('OK')	image/png	date:Thu,%2025%20Nov%202021%2004:17:10%20GMT	https://adip.disabilityaffairs.gov.in/ADIP/images/latest/GalleryImages/GalleryImg15.png	C:/Users/Trija/Downloads/ADIPWebsite/adip.disabilityaffairs.gov.in/ADIP/images/latest/GalleryImages/GalleryImg15.png	(from window.location.href = './dashboard/';)
20:44:51	3621235/3621235	---M--	200	added ('OK')	image/png	date:Thu,%2025%20Nov%202021%2004:17:10%20GMT	https://adip.disabilityaffairs.gov.in/ADIP/images/latest/GalleryImages/GalleryImg14.png	C:/Users/Trija/Downloads/ADIPWebsite/adip.disabilityaffairs.gov.in/ADIP/images/latest/GalleryImages/GalleryImg14.png	(from window.location.href = './dashboard/';)
20:46:03	4300051/4300051	---M--	200	added ('OK')	image/png	date:Thu,%2025%20Nov%202021%2004:17:10%20GMT	https://adip.disabilityaffairs.gov.in/ADIP/images/latest/GalleryImages/GalleryImg16.png	C:/Users/Trija/Downloads/ADIPWebsite/adip.disabilityaffairs.gov.in/ADIP/images/latest/GalleryImages/GalleryImg16.png	(from window.location.href = './dashboard/';)
20:46:12	3864354/3864354	---M--	200	added ('OK')	image/png	date:Thu,%2025%20Nov%202021%2004:17:10%20GMT	https://adip.disabilityaffairs.gov.in/ADIP/images/latest/GalleryImages/GalleryImg17.png	C:/Users/Trija/Downloads/ADIPWebsite/adip.disabilityaffairs.gov.in/ADIP/images/latest/GalleryImages/GalleryImg17.png	(from window.location.href = './dashboard/';)
20:46:25	4131715/4131715	---M--	200	added ('OK')	image/png	date:Thu,%2025%20Nov%202021%2004:17:10%20GMT	https://adip.disabilityaffairs.gov.in/ADIP/images/latest/GalleryImages/GalleryImg19.png	C:/Users/Trija/Downloads/ADIPWebsite/adip.disabilityaffairs.gov.in/ADIP/images/latest/GalleryImages/GalleryImg19.png	(from window.location.href = './dashboard/';)
20:46:30	4973699/4973699	---M--	200	added ('OK')	image/png	date:Thu,%2025%20Nov%202021%2004:17:10%20GMT	https://adip.disabilityaffairs.gov.in/ADIP/images/latest/GalleryImages/GalleryImg18.png	C:/Users/Trija/Downloads/ADIPWebsite/adip.disabilityaffairs.gov.in/ADIP/images/latest/GalleryImages/GalleryImg18.png	(from window.location.href = './dashboard/';)
20:46:36	67015/67015	---M--	200	added ('OK')	text/javascript	date:Wed,%2023%20Jun%202021%2018:41:30%20GMT	https://www.gstatic.com/charts/loader.js	C:/Users/Trija/Downloads/ADIPWebsite/www.gstatic.com/charts/loader.js	(from window.location.href = './dashboard/';)
20:46:39	5650/5650	---MCZ	200	added ('OK')	application/javascript	date:Thu,%2025%20Nov%202021%2004:17:18%20GMT	https://adip.disabilityaffairs.gov.in/ADIP/js/homepage/latest/new/jquery.carouselTicker.min.js	C:/Users/Trija/Downloads/ADIPWebsite/adip.disabilityaffairs.gov.in/ADIP/js/homepage/latest/new/jquery.carouselTicker.min.js	(from window.location.href = './dashboard/';)
20:46:39	1306/1306	---M--	200	added ('OK')	application/javascript	date:Thu,%2025%20Nov%202021%2004:17:20%20GMT	https://adip.disabilityaffairs.gov.in/ADIP/js/homepage/latest/new/start.js	C:/Users/Trija/Downloads/ADIPWebsite/adip.disabilityaffairs.gov.in/ADIP/js/homepage/latest/new/start.js	(from window.location.href = './dashboard/';)
20:46:39	19684/19684	---MCZ	200	added ('OK')	application/javascript	date:Thu,%2025%20Nov%202021%2004:17:20%20GMT	https://adip.disabilityaffairs.gov.in/ADIP/js/homepage/latest/new/spotlight.bundle.js	C:/Users/Trija/Downloads/ADIPWebsite/adip.disabilityaffairs.gov.in/ADIP/js/homepage/latest/new/spotlight.bundle.js	(from window.location.href = './dashboard/';)
20:46:39	4115171/4115171	---M--	200	added ('OK')	image/png	date:Thu,%2025%20Nov%202021%2004:17:10%20GMT	https://adip.disabilityaffairs.gov.in/ADIP/images/latest/GalleryImages/GalleryImg20.png	C:/Users/Trija/Downloads/ADIPWebsite/adip.disabilityaffairs.gov.in/ADIP/images/latest/GalleryImages/GalleryImg20.png	(from window.location.href = './dashboard/';)
20:46:39	4229612/4229612	---M--	200	added ('OK')	image/png	date:Thu,%2025%20Nov%202021%2004:17:10%20GMT	https://adip.disabilityaffairs.gov.in/ADIP/images/latest/GalleryImages/GalleryImg21.png	C:/Users/Trija/Downloads/ADIPWebsite/adip.disabilityaffairs.gov.in/ADIP/images/latest/GalleryImages/GalleryImg21.png	(from window.location.href = './dashboard/';)
20:46:40	52797/52797	---M-Z	200	added ('OK')	application/javascript	etag:%225eb03f3f-ce3d%22	https://cdnjs.cloudflare.com/ajax/libs/owl-carousel/1.3.3/owl.carousel.js	C:/Users/Trija/Downloads/ADIPWebsite/cdnjs.cloudflare.com/ajax/libs/owl-carousel/1.3.3/owl.carousel.js	(from window.location.href = './dashboard/';)
20:46:40	26228/26228	---M--	200	added ('OK')	image/png	date:Thu,%2025%20Nov%202021%2004:17:08%20GMT	https://adip.disabilityaffairs.gov.in/ADIP/images/latest/footer_cdac.png	C:/Users/Trija/Downloads/ADIPWebsite/adip.disabilityaffairs.gov.in/ADIP/images/latest/footer_cdac.png	(from window.location.href = './dashboard/';)
20:46:40	4345414/4345414	---M--	200	added ('OK')	image/png	date:Thu,%2025%20Nov%202021%2004:17:10%20GMT	https://adip.disabilityaffairs.gov.in/ADIP/images/latest/GalleryImages/GalleryImg22.png	C:/Users/Trija/Downloads/ADIPWebsite/adip.disabilityaffairs.gov.in/ADIP/images/latest/GalleryImages/GalleryImg22.png	(from window.location.href = './dashboard/';)
20:46:41	51/51	---MCZ	200	added ('OK')	text/plain	date:Fri,%2018%20Mar%202022%2015:16:41%20GMT	https://fonts.googleapis.com/robots.txt		(from window.location.href = './dashboard/';)
20:46:41	38970/38970	---M--	200	added ('OK')	image/png	date:Thu,%2025%20Nov%202021%2004:17:14%20GMT	https://adip.disabilityaffairs.gov.in/ADIP/images/latest/sprite-icon.png	C:/Users/Trija/Downloads/ADIPWebsite/adip.disabilityaffairs.gov.in/ADIP/images/latest/sprite-icon.png	(from https://adip.disabilityaffairs.gov.in/ADIP/css/homepage/latest/home.css)
20:46:41	3918/3918	---M--	200	added ('OK')	image/png	date:Thu,%2025%20Nov%202021%2004:17:12%20GMT	https://adip.disabilityaffairs.gov.in/ADIP/images/latest/grid_list_icon.png	C:/Users/Trija/Downloads/ADIPWebsite/adip.disabilityaffairs.gov.in/ADIP/images/latest/grid_list_icon.png	(from https://adip.disabilityaffairs.gov.in/ADIP/css/homepage/latest/home.css)
20:46:41	54385/54385	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2018%20Mar%202022%2015:16:41%20GMT	https://adip.disabilityaffairs.gov.in/ADIP/images/latest/search-arrow.png	C:/Users/Trija/Downloads/ADIPWebsite/adip.disabilityaffairs.gov.in/ADIP/images/latest/search-arrow.png	(from https://adip.disabilityaffairs.gov.in/ADIP/css/homepage/latest/home.css)
20:46:41	2660/2660	---M--	200	added ('OK')	image/png	date:Thu,%2025%20Nov%202021%2004:17:14%20GMT	https://adip.disabilityaffairs.gov.in/ADIP/images/latest/world.png	C:/Users/Trija/Downloads/ADIPWebsite/adip.disabilityaffairs.gov.in/ADIP/images/latest/world.png	(from https://adip.disabilityaffairs.gov.in/ADIP/css/homepage/latest/home.css)
20:46:42	54385/54385	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2018%20Mar%202022%2015:16:41%20GMT	https://adip.disabilityaffairs.gov.in/ADIP/css/homepage/img/bg_direction_nav.png	C:/Users/Trija/Downloads/ADIPWebsite/adip.disabilityaffairs.gov.in/ADIP/css/homepage/img/bg_direction_nav.png	(from https://adip.disabilityaffairs.gov.in/ADIP/css/homepage/latest/flexslider.css)
20:46:42	54385/54385	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2018%20Mar%202022%2015:16:41%20GMT	https://adip.disabilityaffairs.gov.in/ADIP/css/homepage/img/prettyPhoto/default/sprite.png	C:/Users/Trija/Downloads/ADIPWebsite/adip.disabilityaffairs.gov.in/ADIP/css/homepage/img/prettyPhoto/default/sprite.png	(from https://adip.disabilityaffairs.gov.in/ADIP/css/homepage/latest/prettyPhoto.css)
20:46:42	54385/54385	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2018%20Mar%202022%2015:16:42%20GMT	https://adip.disabilityaffairs.gov.in/ADIP/css/homepage/img/prettyPhoto/default/sprite_x.png	C:/Users/Trija/Downloads/ADIPWebsite/adip.disabilityaffairs.gov.in/ADIP/css/homepage/img/prettyPhoto/default/sprite_x.png	(from https://adip.disabilityaffairs.gov.in/ADIP/css/homepage/latest/prettyPhoto.css)
20:46:43	54385/54385	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2018%20Mar%202022%2015:16:42%20GMT	https://adip.disabilityaffairs.gov.in/ADIP/css/homepage/img/prettyPhoto/default/sprite_y.png	C:/Users/Trija/Downloads/ADIPWebsite/adip.disabilityaffairs.gov.in/ADIP/css/homepage/img/prettyPhoto/default/sprite_y.png	(from https://adip.disabilityaffairs.gov.in/ADIP/css/homepage/latest/prettyPhoto.css)
20:46:43	54385/54385	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2018%20Mar%202022%2015:16:42%20GMT	https://adip.disabilityaffairs.gov.in/ADIP/css/homepage/img/prettyPhoto/default/sprite_next.png	C:/Users/Trija/Downloads/ADIPWebsite/adip.disabilityaffairs.gov.in/ADIP/css/homepage/img/prettyPhoto/default/sprite_next.png	(from https://adip.disabilityaffairs.gov.in/ADIP/css/homepage/latest/prettyPhoto.css)
20:46:43	54385/54385	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2018%20Mar%202022%2015:16:42%20GMT	https://adip.disabilityaffairs.gov.in/ADIP/css/homepage/img/prettyPhoto/default/sprite_prev.png	C:/Users/Trija/Downloads/ADIPWebsite/adip.disabilityaffairs.gov.in/ADIP/css/homepage/img/prettyPhoto/default/sprite_prev.png	(from https://adip.disabilityaffairs.gov.in/ADIP/css/homepage/latest/prettyPhoto.css)
20:46:43	54385/54385	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2018%20Mar%202022%2015:16:42%20GMT	https://adip.disabilityaffairs.gov.in/ADIP/css/homepage/img/prettyPhoto/default/default_thumb.png	C:/Users/Trija/Downloads/ADIPWebsite/adip.disabilityaffairs.gov.in/ADIP/css/homepage/img/prettyPhoto/default/default_thumb.png	(from https://adip.disabilityaffairs.gov.in/ADIP/css/homepage/latest/prettyPhoto.css)
20:46:43	0/0	---M--	200	added ('OK')	image/gif	date:Fri,%2018%20Mar%202022%2015:16:43%20GMT	https://adip.disabilityaffairs.gov.in/ADIP/css/homepage/img/prettyPhoto/default/loader.gif	C:/Users/Trija/Downloads/ADIPWebsite/adip.disabilityaffairs.gov.in/ADIP/css/homepage/img/prettyPhoto/default/loader.gif	(from https://adip.disabilityaffairs.gov.in/ADIP/css/homepage/latest/prettyPhoto.css)
20:46:44	54385/54385	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2018%20Mar%202022%2015:16:43%20GMT	https://adip.disabilityaffairs.gov.in/ADIP/css/homepage/img/prettyPhoto/light_rounded/sprite.png	C:/Users/Trija/Downloads/ADIPWebsite/adip.disabilityaffairs.gov.in/ADIP/css/homepage/img/prettyPhoto/light_rounded/sprite.png	(from https://adip.disabilityaffairs.gov.in/ADIP/css/homepage/latest/prettyPhoto.css)
20:46:44	54385/54385	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2018%20Mar%202022%2015:16:43%20GMT	https://adip.disabilityaffairs.gov.in/ADIP/css/homepage/img/prettyPhoto/light_rounded/btnNext.png	C:/Users/Trija/Downloads/ADIPWebsite/adip.disabilityaffairs.gov.in/ADIP/css/homepage/img/prettyPhoto/light_rounded/btnNext.png	(from https://adip.disabilityaffairs.gov.in/ADIP/css/homepage/latest/prettyPhoto.css)
